cell_id,cycle_index,raw_cycle_idx,ambient_temperature,capacity,soh,v_start,v_end,v_min,v_mean,v_std,i_mean,t_start,t_max,t_mean,t_rise,discharge_duration,energy_discharged,eol_threshold,eol_cycle,rul_true,capacity_diff,is_regeneration,degradation_rate
B0007,1,2,24.0,1.89105229539079,94.5526147695395,4.199359521791473,3.062112709085676,2.145975766935391,3.522006703394617,0.2874452516516924,1.869128126500791,23.93704394613529,40.59042914535701,32.62485875142121,16.653385199221717,3690.234,6.789434464560018,1.5,126,125,0.0,0,-0.0020703887358099137
B0007,2,4,24.0,1.880637027686859,94.03185138434294,4.198257409594461,3.0792262382335167,2.1110166987852117,3.5319490434317116,0.2797089856913086,1.868091214569674,24.267087815290243,40.26023408628707,32.738209593287145,15.993146270996828,3672.344,6.7719351932569545,1.5,126,124,-0.010415267703931086,0,-0.0020703887358099137
B0007,3,6,24.0,1.8806626717011388,94.03313358505694,4.198280074112568,3.0632655470968633,2.0251085128182655,3.5344025220217845,0.28372654574505013,1.877784734502072,24.328571506102985,40.27558633997852,32.68511456550919,15.947014833875532,3651.641,6.772981740189951,1.5,126,123,2.5644014279846417e-05,0,-0.0020703887358099137
B0007,4,8,24.0,1.8807709009833444,94.03854504916723,4.197941750771344,3.0394209081813037,1.922542180649595,3.53492504932652,0.29008702878464626,1.8875256535871228,24.22884709213011,40.29314715799111,32.554748499572646,16.064300065860998,3631.563,6.770718740979214,1.5,126,122,0.00010822928220566297,0,-0.0020703887358099137
B0007,5,10,24.0,1.8794508728285058,93.97254364142529,4.198464224146956,3.0431671777523723,1.8711590450649882,3.534536640068787,0.29220641599968367,1.8871621432453276,24.13830760704513,40.268872630219796,32.46787845303298,16.130565023174665,3629.172,6.764758586702278,1.5,126,121,-0.0013200281548386705,0,-0.0020703887358099137
B0007,6,12,24.0,1.8807003517117404,94.03501758558703,4.197902988175172,3.1233879823287563,2.1756867065903434,3.5411626672196816,0.26674308476358344,1.8675154082122565,24.147964324051078,39.67620802332074,32.48624734055599,15.528243699269662,3652.281,6.747854749148299,1.5,126,120,0.0012494788832346782,0,-0.0020703887358099137
B0007,7,14,24.0,1.8799352523566075,93.99676261783037,4.197891547056767,3.1185821288267825,2.1117887156019437,3.541165612176161,0.27118633921124835,1.8673359462519084,24.255515986671373,39.803817662926164,32.55779966353037,15.548301676254791,3650.828,6.745923115825768,1.5,126,119,-0.0007650993551329144,0,-0.00014035506605027947
B0007,8,16,24.0,1.8815088124038797,94.07544062019399,4.19920088820775,3.0484292097717485,2.026250619894166,3.5494581176357975,0.27297824294152273,1.9063154499484403,24.302952144966042,39.88810476942348,32.45374435641106,15.585152624457436,3572.453,6.750169011081445,1.5,126,118,0.00157356004727216,0,0.00016922814054818325
B0007,9,18,24.0,1.8696907870385844,93.48453935192921,4.198273632768149,3.0162462022532277,1.9505894332906037,3.5502805464079743,0.2771296154486181,1.9164348198845678,24.257530932186896,39.95162250671474,32.373246444985035,15.694091574527846,3550.594,6.743937188969025,1.5,126,117,-0.011818025365295304,0,-0.0022160227889520103
B0007,10,20,24.0,1.870052380139199,93.50261900695995,4.198830761298339,3.005452831952688,1.8688247067658061,3.5481347674910286,0.283812978267983,1.9165385597747795,24.189583713016194,40.052021854718284,32.30534276235138,15.86243814170209,3551.25,6.741800535657847,1.5,126,116,0.00036159310061467664,0,-0.0018796985378613407
B0007,11,22,24.0,1.8700442394188577,93.50221197094288,4.198720291823363,2.966533480141811,1.7896213776724978,3.5484272148956437,0.28889633724718083,1.926771167846017,24.062655752137022,40.1213838436794,32.183319483399806,16.05872809154238,3530.25,6.7368460545816395,1.5,126,115,-8.140720341387464e-06,0,-0.002131222458576554
