cell_id,cycle_index,raw_cycle_idx,ambient_temperature,capacity,soh,v_start,v_end,v_min,v_mean,v_std,i_mean,t_start,t_max,t_mean,t_rise,discharge_duration,energy_discharged,eol_threshold,eol_cycle,rul_true,capacity_diff,is_regeneration,degradation_rate
B0051,1,1,4.0,0.6434735598158292,32.17367799079146,3.8000325140227753,3.509680559092201,2.469359676853076,3.1549295868000704,0.24949992589633,1.444694618164293,9.13006459295357,17.933039751399626,13.521306814955082,8.802975158446056,1713.235,2.0906681510586402,1.4,1,0,0.0,0,0.07316146441935438
B0051,2,5,4.0,1.2931804619982779,64.6590230999139,4.166332642660912,3.718022664172381,2.4943981098310886,3.3515013948204975,0.2872737595522955,1.5427628209287927,5.559342704925847,17.97953483271074,12.32941609273775,12.420192127784894,3170.984,4.399159364059238,1.4,1,0,0.6497069021824486,1,0.07316146441935438
B0051,3,7,4.0,1.2288940261191657,61.44470130595828,4.197817181186768,3.741674511735558,2.493737690186406,3.4103353813308233,0.28523535604931677,1.4746664717153095,5.537156809077428,16.976273689395825,11.786163300295161,11.439116880318398,3135.344,4.2228209536256855,1.4,1,0,-0.0642864358791122,0,0.07316146441935438
B0051,4,9,4.0,1.2039031789717949,60.19515894858974,4.201090648817504,3.7431948019800445,2.484825203522635,3.399036037954353,0.30053329603900986,1.5006986661957025,4.5435374363624526,18.15291521418941,11.79177216318508,13.609377777826957,3049.781,4.165835292964163,1.4,1,0,-0.024990847147370765,0,0.07316146441935438
B0051,5,11,4.0,2.330873478782131,116.54367393910654,4.4605398643795535,3.64489270392309,2.481006838176381,3.35046347393405,0.32148983671746467,1.896872396959773,5.100602932076569,20.74350641722436,14.855344209164883,15.64290348514779,4565.859,8.038982829717067,1.4,1,0,1.126970299810336,1,0.07316146441935438
B0051,6,15,4.0,1.0092808819126011,50.46404409563006,4.183564695802171,3.7701311306740797,2.4989144012367213,3.5507869816186806,0.31846619438148666,0.7375306160516588,4.985512566961855,19.42896460124537,9.407360590589006,14.443452034283514,5428.594,3.514314951210421,1.4,1,0,-1.3215925968695297,0,0.07316146441935438
B0051,7,17,4.0,0.9565659895125322,47.828299475626615,4.201222601303239,3.748007907633048,2.4909800416005967,3.3747303939191564,0.3405991310336022,1.4121020737012022,5.455277091797561,18.9541455757646,12.00427347710193,13.498868483967037,2646.797,3.3482101826975885,1.4,1,0,-0.05271489240006888,0,-0.06732289449714912
B0051,8,19,4.0,0.901956291365404,45.0978145682702,4.202406487867388,3.7608531647068557,2.4946772785123836,3.4288897043375743,0.32826748930467053,1.282335808953127,6.262649300334429,17.468709072861763,11.420322251577586,11.206059772527334,2705.594,3.1292432763843054,1.4,1,0,-0.05460969814712824,0,-0.06538754695075233
B0051,9,21,4.0,0.8897906666138162,44.48953333069081,4.204413406598424,3.753400963095882,2.4990630530936326,3.391239374171384,0.352004473513818,1.34082874099171,5.591121385175445,19.153660408464766,11.80356781146328,13.562539023289322,2627.828,3.149051476972655,1.4,1,0,-0.012165624751587778,0,-0.06282250247159574
B0051,10,23,4.0,0.8830717036634559,44.153585183172794,4.203308441652878,3.763815615019705,2.4911013141195597,3.458540277576628,0.3324924168349503,1.138981779931305,6.124502338406652,16.52477794467856,10.939133221658826,10.40027560627191,2981.312,3.0425971848888325,1.4,1,0,-0.006718962950360341,0,-0.289560355023735
B0051,11,27,4.0,0.8431270354481757,42.15635177240878,4.18785232136192,3.724601780301507,2.487899627353052,3.331880238029603,0.3163477200742021,1.6578827538328458,6.288909422298661,17.11375752268931,11.883224057630693,10.824848100390646,1941.797,2.9184880027865994,1.4,1,0,-0.0399446682152802,0,-0.033230769292885085
B0051,12,29,4.0,0.826559103449663,41.32795517248315,4.204131585576503,3.7660603717418537,2.4928843010694406,3.4455112582421257,0.33619110921202383,1.2024790526236682,5.531413821124367,17.63739523383682,11.104558398908889,12.105981412712453,2663.625,2.8806315918570644,1.4,1,0,-0.016567931998512697,0,-0.02600137721257385
B0051,13,31,4.0,0.8352681546837963,41.76340773418982,4.20261624712583,3.7601990010350974,2.4993609910440835,3.4313160640623783,0.35815523073671035,1.1683569317325024,6.015605534281872,18.522369238924334,11.406827135294929,12.506763704642463,2862.25,2.9691946294291354,1.4,1,0,0.008709051234133347,1,-0.013337627336321534
