cell_id,cycle_index,ambient_temperature,capacity,soh,v_start,v_end,v_min,v_mean,v_std,i_mean,t_start,t_max,t_mean,t_rise,discharge_duration,energy_discharged,source_filename,eol_threshold,eol_cycle,rul_true,capacity_diff,is_regeneration,degradation_rate
B0055,1,4.0,0.7989997927037011,39.949989635185055,3.843735024444539,3.6164716758464657,2.4930794984834495,3.2439361669782594,0.31006204681007715,1.1719845140949632,5.905007114660983,18.02446981350722,11.879033293126687,12.119462698846238,2660.313,2.5703639452986398,07314.csv,1.4,1,0,0.0,0,0.08174649218132371
B0055,2,4.0,1.319892156462878,65.99460782314391,4.174020568347548,3.71009339070763,2.480538609588174,3.2904290284649416,0.2592893436660148,1.7488135690152746,4.947298679153754,16.633080095446793,12.415262417855027,11.68578141629304,2826.0,4.4321912961632,07318.csv,1.4,1,0,0.5208923637591769,1,0.08174649218132371
B0055,3,4.0,1.2769832801132017,63.849164005660086,4.1994512899066025,3.720948021954464,2.48985034932468,3.326231366449631,0.28002443264293997,1.7062192795030635,5.997529564281996,18.02222405324747,12.360226804144617,12.024694488965473,2818.578,4.347319508279746,07320.csv,1.4,1,0,-0.04290887634967633,0,0.08174649218132371
B0055,4,4.0,1.2572591312230865,62.86295656115433,4.201354950378872,3.7236835216260182,2.485404008194569,3.338535407708074,0.26908773721968293,1.7298251369595599,5.026960406334869,16.276920867509258,12.182802262813878,11.249960461174389,2713.812,4.2740779747527755,07322.csv,1.4,1,0,-0.0197241488901152,0,0.08174649218132371
B0055,5,4.0,1.206763751299412,60.3381875649706,4.2022865042877005,3.737444761740488,2.484071154442301,3.3690503311576365,0.28516051594543473,1.6306268891010312,5.865948272472199,17.386184005164274,11.995175259559732,11.520235732692075,2786.578,4.138423512625685,07324.csv,1.4,1,0,-0.05049537992367448,0,0.08174649218132371
B0055,6,4.0,1.2077322536103197,60.38661268051598,4.202804398571556,3.7316703126697615,2.4813880969343156,3.3596802370189534,0.2766148524483865,1.6935068390218855,5.190771825672599,16.287370504806514,12.015852590858461,11.096598679133916,2667.89,4.131180842697662,07326.csv,1.4,1,0,0.0009685023109076152,0,0.08174649218132371
B0055,7,4.0,1.2009614290093835,60.04807145046917,4.194634826000848,3.7179571437047905,2.4857750442530606,3.331138062731705,0.2789538452329988,1.7971146812994743,4.583842371477875,18.765407738610975,12.31051634460958,14.1815653671331,2530.172,4.15578631183342,07330.csv,1.4,1,0,-0.006770824600936143,0,-0.023786145490698907
B0055,8,4.0,1.189059086549973,59.45295432749865,4.203456278554985,3.7150209657834385,2.4898705968581996,3.335155652675837,0.27597179466967925,1.8221572371321053,5.053303205495654,17.743208793113464,12.203269426883178,12.68990558761781,2446.062,4.092674266220567,07332.csv,1.4,1,0,-0.011902342459410464,0,-0.017584838712645733
B0055,9,4.0,1.169708782604433,58.48543913022165,4.203931038045003,3.7465041775631263,2.4863788962445756,3.3970397549525346,0.27689089799268646,1.6053690606567472,5.301590477162979,16.27240932778339,11.974188885781311,10.970818850620411,2713.25,3.9982811931973488,07334.csv,1.4,1,0,-0.01935030394554005,0,-0.017510069723730703
B0055,10,4.0,1.1483647194613424,57.41823597306712,4.204477051328936,3.74502948997558,2.484196378836121,3.3803008994123225,0.2952395555487733,1.6276018295925172,6.257585903032126,18.496064110315466,12.146032186206996,12.23847820728334,2676.578,3.9837568460092045,07336.csv,1.4,1,0,-0.021344063143090564,0,-0.011679806367613921
B0055,11,4.0,1.1527726060972296,57.63863030486148,4.204395922551529,3.7190095775363856,2.488899766066993,3.3446128760924214,0.2821336468763573,1.8077870574021455,5.2119884831744345,17.233592924973692,12.075029193191549,12.021604441799258,2394.734,3.9838268975983304,07338.csv,1.4,1,0,0.004407886635887204,0,-0.010991929502618004
B0055,12,4.0,1.1318370471727228,56.59185235863614,4.196508158151434,3.75095226702218,2.4856427415338582,3.4016962939915634,0.28581393424656404,1.593669186406355,5.705410445510598,17.25233196126928,11.953480850146518,11.546921515758683,2673.0,3.9138345445816523,07342.csv,1.4,1,0,-0.020935558924506825,0,-0.01382487636733214
