cell_id,cycle_index,ambient_temperature,capacity,soh,v_start,v_end,v_min,v_mean,v_std,i_mean,t_start,t_max,t_mean,t_rise,discharge_duration,energy_discharged,source_filename,eol_threshold,eol_cycle,rul_true,capacity_diff,is_regeneration,degradation_rate
B0052,1,4.0,0.8606591508342232,43.032957541711156,3.83956882325682,3.5919957850335935,2.691234036028442,3.134533959399899,0.199051167374189,1.8087003987272394,9.127699798558956,16.429874854641657,13.147685384792432,7.302175056082701,1713.235,2.667672655609814,04381.csv,1.4,1,0,0.0,0,-0.17160464805913395
B0052,2,4.0,1.4183095114360322,70.91547557180161,4.150553672824585,3.719151257750843,2.694829986819334,3.3543285492513166,0.2547695468658724,1.618978833688864,5.6048850827966,16.315701424377302,11.746281905613133,10.710816341580703,3170.984,4.651338494276562,04385.csv,1.4,1,0,0.5576503606018091,1,-0.17160464805913395
B0052,3,4.0,1.3707123028693164,68.53561514346582,4.176524869238658,3.7314105747678226,2.6969580006046856,3.3958185323324503,0.256939580564026,1.581953236592257,5.598362446781771,15.689005573106092,11.375626826625542,10.09064312632432,3135.344,4.548775778171521,04387.csv,1.4,1,0,-0.04759720856671579,0,-0.17160464805913395
B0052,4,4.0,1.3515647352626494,67.57823676313247,4.178983136527925,3.732101291639515,2.697283446718984,3.3984180977394076,0.2503874125937315,1.6053127060143075,4.992693875761533,14.97127576364998,11.242586382966397,9.978581887888446,3049.781,4.497360406593174,04389.csv,1.4,1,0,-0.019147567606667026,0,-0.17160464805913395
B0052,5,4.0,0.0015524360492880748,0.07762180246440374,0.2268252104332805,0.2408921854086736,0.2268252104332805,0.2368976601225322,0.003255820148984949,0.0012235365973742207,5.251408687095958,6.581808344024416,5.5591158087032575,1.3303996569284573,4565.859,0.0003671910390876519,04391.csv,1.4,1,0,-1.3500122992133614,0,-0.17160464805913395
B0052,6,4.0,0.002635910538553414,0.13179552692767071,0.4013740814936729,0.3260608444495777,0.3259144093812141,0.33891988449688537,0.017956312796620157,0.0017445368772425012,5.00990286835169,6.737694429645351,5.817834945150515,1.7277915612936603,5428.594,0.0008899508971654969,04395.csv,1.4,1,0,0.0010834744892653392,0,-0.17160464805913395
B0052,7,4.0,0.0012289495595356249,0.061447477976781247,0.3244523793077888,0.322785453901118,0.3222221275291471,0.3234807888442701,0.0005324729242460617,0.0016703652873638374,5.456156911125982,6.627599429348354,5.782840820033069,1.1714425182223724,2646.797,0.0003975102076825523,04397.csv,1.4,1,0,-0.0014069609790177892,0,-0.2834161123752993
B0052,8,4.0,0.0013257533456159899,0.06628766728079949,0.3247581179586687,0.3230105887831171,0.3218827423030691,0.32390294292207045,0.0005126390017183414,0.0017635350477223839,6.417550653545118,6.583040639790345,5.813684831217029,0.16548998624522682,2705.594,0.0004293587497304599,04399.csv,1.4,1,0,9.680378608036499e-05,0,-0.27387730990474013
B0052,9,4.0,0.0013254423410619946,0.06627211705309974,0.3253525153196779,0.3237848092217188,0.3232168838079549,0.324473351966894,0.0005260762697959981,0.0018106122885154128,5.704718884406476,6.6517285530931165,5.767637628902302,0.9470096686866407,2627.828,0.00042997006135240775,04401.csv,1.4,1,0,-3.1100455399521963e-07,0,-0.27004785858431746
B0052,10,4.0,0.0015665860653980414,0.07832930326990208,0.3254888255806572,0.3234148560393831,0.3230251103407697,0.32466187572394384,0.000616334856262138,0.001887558035204071,6.297696249027522,6.5987627942231075,5.786917078715292,0.3010665451955852,2981.312,0.0005085074866970302,04403.csv,1.4,1,0,0.00024114372433604674,0,2.8300032219933085e-06
B0052,11,4.0,0.0007626637637724733,0.038133188188623664,0.3955571188397784,0.343600769706542,0.3432939472815726,0.35320476265266726,0.010186697896491211,0.001422325260832755,6.452036105259594,6.6219772375278785,5.683693761052382,0.1699411322682849,1941.797,0.000271536875775278,04407.csv,1.4,1,0,-0.000803922301625568,0,-0.00037464935495618815
B0052,12,4.0,0.0013495519382988514,0.06747759691494257,0.3257911063110593,0.3213851153873422,0.3211377350306882,0.3233612009000584,0.0012005736019427243,0.0018238966208545798,5.960338056005309,6.646274566862874,5.727340157746257,0.685936510857565,2663.625,0.00043640909283711946,04409.csv,1.4,1,0,0.0005868881745263781,0,2.412047575264531e-05
B0052,13,4.0,0.0014823742182590919,0.07411871091295459,0.3261207372670606,0.3217376539313532,0.3217376539313532,0.32391593370497757,0.0013528861794867865,0.0018546862450268943,6.168856573035559,6.672403840084891,5.9003989237563355,0.5035472670493313,2862.25,0.0004799241243844126,04411.csv,1.4,1,0,0.00013282227996024043,0,3.13241745286204e-05
B0052,14,4.0,0.0006299962312916707,0.031499811564583535,0.3270932723631315,0.3234955258719347,0.3234955258719347,0.32524374198582356,0.0010864722384558467,0.00119487702888185,5.462533484801011,6.586040670084572,5.883705249180587,1.123507185283561,1894.485,0.00020510294179400685,04413.csv,1.4,1,0,-0.0008523779869674212,0,-0.00013908922195406478
B0052,15,4.0,0.0007148963572598964,0.03574481786299482,0.3272883812632148,0.3241775114568292,0.3237199275721395,0.3257026258942197,0.0010589357479739278,0.0014272734809103876,4.498292948287389,6.6242080981673,5.705300542411731,2.125915149879911,1799.25,0.00023296732851694235,04415.csv,1.4,1,0,8.490012596822571e-05,0,-0.000170337941627629
B0052,16,4.0,0.0005777762862642772,0.028888814313213856,0.5149253197410989,0.3810248926630337,0.3810248926630337,0.4073647899207004,0.023614184246757607,0.0011936464327629499,6.506217573840177,6.59530928801328,5.659816925973588,0.08909171417310358,1741.204,0.0002375440675717,04419.csv,1.4,1,0,-0.00013712007099561923,0,-3.697749550163924e-05
B0052,17,4.0,0.00010757343341001672,0.005378671670500836,0.3301048165702602,0.3290533177022673,0.3288279450149741,0.32959119818339044,0.0003875070512486894,0.0016554652384880625,6.043681510135424,6.28820769613908,6.161148563000329,0.2445261860036556,236.156,3.545809857556687e-05,04421.csv,1.4,1,0,-0.00047020285285426043,0,-0.00024839570097776693
B0052,18,4.0,0.0007124604518179065,0.03562302259089532,0.3266460272316397,0.32136795561824,0.3194939610849327,0.3234524095139687,0.002120841826995822,0.0013481731303242731,4.250224268238789,6.582054970348843,5.75534290155213,2.3318307021100546,1899.218,0.00023075339790013465,04423.csv,1.4,1,0,0.0006048870184078897,0,-0.00015398275328823706
B0052,19,4.0,0.0010568219080266579,0.052841095401332895,0.3284764164253075,0.3190401088998021,0.3184212338752171,0.32192337326959014,0.0025907893230318435,0.001650477869822075,6.404518910803351,6.588698518838487,5.773897577009191,0.18417960803513544,2305.25,0.0003398337587431885,04425.csv,1.4,1,0,0.0003443614562087514,0,8.536513534699744e-05
B0052,20,4.0,0.000548636239456172,0.0274318119728086,0.327416633957557,0.3173494541406062,0.3170418237707028,0.32179114268680864,0.002422607463049973,0.0011667565037034935,6.441045218568758,6.60717530952573,5.7051337493509084,0.1661300909569725,1690.594,0.00017685772142197478,04427.csv,1.4,1,0,-0.0005081856685704858,0,-3.3252023560744867e-05
B0052,21,4.0,0.0005409391175949712,0.027046955879748563,0.7680244991448124,0.4494751434610347,0.4493991260435427,0.4906874413217856,0.05800217593421647,0.001091387277356892,5.970842216365718,6.61496479869181,5.961640391926228,0.6441225823260917,1800.421,0.0002764023029317446,04431.csv,1.4,1,0,-7.697121861200795e-06,0,-7.367433733861182e-06
B0052,22,4.0,0.0004258972964183896,0.021294864820919482,0.3351700186614815,0.3182988473340812,0.3178791442491548,0.32496324886560674,0.0032707355730961867,0.0009447349642240437,6.4983978802819955,6.6145133816337776,5.640355163569891,0.11611550135178206,1633.25,0.00013857218200948783,04433.csv,1.4,1,0,-0.00011504182117658162,0,6.366477260167458e-05
B0052,23,4.0,0.0006051173317243561,0.030255866586217803,0.3260690525122062,0.3176920660416141,0.3153630335182592,0.3200749504297926,0.004266279388746224,0.0012534487365987684,5.857602707615471,6.546796095221561,5.878312867355149,0.6891933876060898,1737.172,0.00019371417150231847,04435.csv,1.4,1,0,0.00017922003530596644,0,-2.1468624018710086e-05
B0052,24,4.0,0.0005058971136821772,0.02529485568410886,0.3312920115805132,0.3168503018559267,0.3154931438300191,0.322777572934972,0.003240031056038852,0.001145231124236097,5.324980132594247,6.595730103984381,5.623840641053641,1.270749971390134,1614.406,0.00016317915495761017,04437.csv,1.4,1,0,-9.922021804217884e-05,0,-0.00011018495886889614
B0052,25,4.0,0.0006611891709312973,0.03305945854656486,0.3279560503229715,0.3186283250161353,0.3153986271768572,0.3208764063278491,0.004741236430773305,0.0013876128523205803,5.947913329392545,6.555064601703525,5.882304744716434,0.60715127231098,1708.86,0.0002124898967686458,04439.csv,1.4,1,0,0.00015529205724912007,0,2.251058629502505e-05
