cell_id,cycle_index,raw_cycle_idx,ambient_temperature,capacity,soh,v_start,v_end,v_min,v_mean,v_std,i_mean,t_start,t_max,t_mean,t_rise,discharge_duration,energy_discharged,eol_threshold,eol_cycle,rul_true,capacity_diff,is_regeneration,degradation_rate
B0005,1,2,24.0,1.8564874208181574,92.82437104090788,4.191491807505295,3.277169976825196,2.612467347907089,3.5298286688693397,0.2359570706808563,1.818711710270297,24.330033885570543,38.98218133148803,32.572328114029,14.652147445917485,3690.234,6.6087781949284645,1.4,125,124,0.0,0,-0.004165152150121587
B0005,2,4,24.0,1.846327249719927,92.31636248599635,4.189773213846608,3.3002448871222545,2.587208728940726,3.5373201277859714,0.23476492928592219,1.8176438989718113,24.697751935729325,39.033397966787035,32.72523522519307,14.33564603105771,3672.344,6.586345150397566,1.4,125,123,-0.01016017109823042,0,-0.004165152150121587
B0005,3,6,24.0,1.8353491942234077,91.76745971117039,4.188186735991303,3.3274510098686276,2.6519168938437794,3.5437367282719,0.22752543549673088,1.8165423469233573,24.734266163954402,38.818796689817404,32.64286193755933,14.084530525863002,3651.641,6.555683334957384,1.4,125,122,-0.010978055496519312,0,-0.004165152150121587
B0005,4,8,24.0,1.8352625275821128,91.76312637910564,4.188461118855572,3.314181858907029,2.592947964776547,3.5436661072601456,0.23274431724182537,1.8256179748849433,24.65423646922845,38.7623045063458,32.51487646204882,14.108068037117349,3631.563,6.5548286069376,1.4,125,121,-8.666664129486357e-05,0,-0.004165152150121587
B0005,5,10,24.0,1.8346455082120419,91.7322754106021,4.188298524761055,3.30549673128648,2.547419651124539,3.5423432526672167,0.2366885716567803,1.8261478651693803,24.524796959348127,38.66539257343368,32.38234901543077,14.140595614085552,3629.172,6.552231972609875,1.4,125,120,-0.0006170193700709703,0,-0.004165152150121587
B0005,6,12,24.0,1.8356616600675495,91.78308300337747,4.188815807948604,3.302329112973759,2.5209480504077413,3.5413347346347575,0.23931625998293235,1.8168998532879652,24.522297376927863,38.75169504640032,32.43418218230641,14.229397669472458,3652.281,6.557494548054203,1.4,125,119,0.0010161518555076299,0,-0.004165152150121587
B0005,7,14,24.0,1.8351461429226603,91.75730714613302,4.18839163793879,3.2937406695499014,2.487927319492314,3.5410250495075215,0.2425153341196382,1.8168378953364732,24.58487828579781,38.8207012322275,32.480416444757985,14.235822946429689,3650.828,6.557049661436373,1.4,125,118,-0.0005155171448891771,0,-0.0022362213594533387
B0005,8,16,24.0,1.8257567905665537,91.28783952832768,4.188927891511958,3.3162307407741536,2.6652049047458775,3.554133296801584,0.22731251096165395,1.8444082717328028,24.713628799279793,38.51713023385634,32.41046186109587,13.80350143457655,3572.453,6.535167110927523,1.4,125,117,-0.009389352356106606,0,-0.0019184807313707974
B0005,9,18,24.0,1.8247738529891333,91.23869264945667,4.189029250882121,3.297410935416153,2.6038584726333673,3.5529355991467955,0.2324538495076242,1.854064004450843,24.635211633324694,38.526267904657,32.3461408313,13.891056271332303,3550.594,6.5291073135895505,1.4,125,116,-0.0009829375774204063,0,-0.002097734918595906
B0005,10,20,24.0,1.824613268496936,91.2306634248468,4.189223427076418,3.2884044830952868,2.552853984885676,3.5512057319376997,0.23672870147542147,1.853658588102974,24.572057664095553,38.52698128472781,32.27679750791685,13.954923620632258,3551.25,6.526577749922872,1.4,125,115,-0.00016058449219724658,0,-0.0020064479430211613
B0005,11,22,24.0,1.8246195526864504,91.23097763432251,4.188916055911241,3.2662755750614747,2.4724483018527317,3.549292319740949,0.2430973444996006,1.863423718930417,24.43671599422777,38.54143406601644,32.15709350345252,14.104718071788671,3530.25,6.5224730397045345,1.4,125,114,6.284189514316196e-06,0,-0.002208421476219824
B0005,12,25,24.0,1.8142019357673917,90.71009678836958,4.189876247266316,3.296199859463087,2.64956413267546,3.559759220648976,0.22886185175957943,1.8730031464912946,24.7443285138996,38.52197451768004,32.36407129853099,13.777646003780443,3491.016,6.497483643883568,1.4,125,113,-0.010417616919058625,0,-0.004188841431053714
B0005,13,27,24.0,1.8137521577549054,90.68760788774527,4.189286794768804,3.2717574155336004,2.5724981777366227,3.558081969139198,0.23460775776275253,1.8826602424674959,24.736639099532358,38.582485834057856,32.3181954403762,13.845846734525498,3470.281,6.491853045269893,1.4,125,112,-0.00044977801248635707,0,-0.002400926562329664
B0005,14,29,24.0,1.8134404914735822,90.67202457367911,4.188837765892728,3.2648550840850254,2.5249886697730286,3.555692244172496,0.237911318298918,1.8825977111170087,24.44798340505406,38.520294134873915,32.15709029211502,14.072310729819854,3470.0,6.487114428498572,1.4,125,111,-0.0003116662813231752,0,-0.0022666723031102174
B0005,15,31,24.0,1.8025980036306504,90.12990018153252,4.189110301768517,3.309111201518355,2.694621861688723,3.562746818017503,0.22392608690207388,1.8818235264274379,24.47211924021532,38.21358592965045,32.04407000314609,13.741466689435129,3450.297,6.456673528229404,1.4,125,110,-0.010842487842931847,0,-0.004403052973257137
B0005,16,33,24.0,1.80210690024615,90.10534501230751,4.18921207304098,3.2881490528689254,2.64010141737067,3.5614521756489204,0.22796979172772144,1.892259778387913,24.325417128823222,38.1983618706913,31.931593674911532,13.872944741868078,3429.407,6.451147555097534,1.4,125,109,-0.0004911033845003132,0,-0.004502530488060064
B0005,17,35,24.0,1.802579500826209,90.12897504131045,4.188899969428112,3.260754100903525,2.5739035098380962,3.5603420474985823,0.23297600498562532,1.9027782137498737,24.3625933569109,38.31926916027133,31.941655359029298,13.956675803360433,3409.484,6.449580251029462,1.4,125,108,0.00047260058005904604,0,-0.0023244869882365292
B0005,18,37,24.0,1.8030683142834096,90.15341571417048,4.188779799856791,3.2294668217844102,2.4942396831720126,3.5591189041401865,0.23873643876806222,1.9133470605822436,24.382419922756025,38.4787542519308,31.965008645476725,14.096334329174777,3390.422,6.4472058652048485,1.4,125,107,0.000488813457200532,0,-0.0021367686942991514
