cell_id,cycle_index,raw_cycle_idx,ambient_temperature,capacity,soh,v_start,v_end,v_min,v_mean,v_std,i_mean,t_start,t_max,t_mean,t_rise,discharge_duration,energy_discharged,eol_threshold,eol_cycle,rul_true,capacity_diff,is_regeneration,degradation_rate
B0039,1,1,24.0,0.11903831859341765,5.951915929670883,4.078134998132295,3.859776699654301,2.4897962179516666,3.3780267772090253,0.538171168977128,1.721873697269778,24.62407997958134,41.68577610887712,34.70141183965182,17.061696129295782,982.938,1.2975922184985231,1.4,1,0,0.0,0,0.06955578750372993
B0039,2,5,24.0,0.4729861500927512,23.64930750463756,4.201355916493729,3.9180747536229807,2.4756646285889476,3.5388339739777925,0.5058442241807848,1.377883039884962,25.903107974594406,42.96184230643531,34.602296282226774,17.058734331840903,1489.953,1.6175150158475866,1.4,1,0,0.3539478314993335,1,0.06955578750372993
B0039,3,7,24.0,0.16280793829202067,8.140396914601034,4.202305315856042,3.91622923424304,2.497942856856816,3.5283987355327224,0.5132511625607252,1.3957044211986638,24.924715387115683,43.606076550083,34.706915531211784,18.68136116296732,1479.703,1.6222129877090878,1.4,1,0,-0.3101782118007305,0,0.06955578750372993
B0039,4,9,24.0,0.4787632853388766,23.93816426694383,4.202793289604713,3.9152999918817555,2.480114715641411,3.523734020299432,0.5145956837011751,1.4141865198152141,25.402975519741428,43.90627471664096,34.771517765327,18.50329919689953,1468.172,1.6306912763012678,1.4,1,0,0.3159553470468559,1,0.06955578750372993
B0039,5,11,24.0,0.4711383364607152,23.55691682303576,4.203125866428561,3.9178411627152894,2.4872303300157066,3.5290210250014034,0.5134672684386695,1.406337937934001,25.491662424245995,44.013774813837145,34.709560141583104,18.52211238959115,1457.0,1.6130409028999482,1.4,1,0,-0.007624948878161397,0,0.06955578750372993
B0039,6,13,24.0,0.4668172561120673,23.340862805603365,4.203130606417118,3.918345474193499,2.489183697067473,3.528853302126734,0.5123313534370758,1.4176566556276204,25.669962904687367,42.922031048645835,34.65890294500357,17.252068143958468,1437.047,1.6075393420665192,1.4,1,0,-0.0043210803486478655,0,0.06955578750372993
B0039,7,17,24.0,0.4699932676625547,23.499663383127736,4.199225453541231,3.9170460525375406,2.498492440398465,3.4540436783572668,0.5226702163260363,1.705473881331845,25.358688820343374,43.24542727979999,35.44499437757343,17.886738459456616,1170.531,1.5910833679826006,1.4,1,0,0.003176011550487412,0,-0.0005985764860392928
B0039,8,21,24.0,0.4627052684317185,23.135263421585925,4.201734819728371,3.91949735990479,2.4971812527928607,3.53257704827921,0.5115030385881286,1.4096838491066872,25.333653457918995,43.86578283702087,34.6176662375867,18.532129379101878,1436.141,1.6011284981462268,1.4,1,0,-0.0072879992308362285,0,0.05997946602793956
B0039,9,23,24.0,0.46049447826560974,23.024723913280486,4.202672121596153,3.920380450058402,2.4988010332333745,3.5299976922060075,0.5139835868151456,1.4194566436507896,25.396407312266593,43.67270130471354,34.65017232704175,18.27629399244695,1420.172,1.5922375866064282,1.4,1,0,-0.002210790166108756,0,-0.003653761414653367
B0039,10,25,24.0,0.4412227248835694,22.06113624417847,4.202779797627703,3.9193561226894187,2.487295552712161,3.5156652919077627,0.5255544220699618,1.4501638910864296,26.02573788645917,43.79137016976176,34.822277873738145,17.765632283302594,1397.0,1.5924483273534387,1.4,1,0,-0.019271753382040346,0,-0.005983122315429157
