cell_id,cycle_index,raw_cycle_idx,ambient_temperature,capacity,soh,v_start,v_end,v_min,v_mean,v_std,i_mean,t_start,t_max,t_mean,t_rise,discharge_duration,energy_discharged,eol_threshold,eol_cycle,rul_true,capacity_diff,is_regeneration,degradation_rate
B0032,1,2,43.0,1.7048641073512139,85.24320536756069,4.087016142066692,3.2505285064740668,2.62709691854036,3.31356881404843,0.20452766863624255,3.895034492956119,43.26523418326313,59.47600707924567,52.14812251926887,16.210772895982537,1572.359,5.652485056851266,1.4,40,39,0.0,0,0.027862057930530426
B0032,2,4,43.0,1.8940319526948572,94.70159763474287,4.187844886919987,2.6672646952717707,2.6672646952717707,3.360932103985418,0.22169521731322211,3.9466662705801663,44.37911850231533,60.121290886265,53.49862731805315,15.742172383949672,1723.281,6.351010860639847,1.4,40,38,0.1891678453436434,1,0.027862057930530426
B0032,3,6,43.0,1.8747686491853095,93.73843245926548,4.1876971887724,2.653980741191812,2.653980741191812,3.362818742242725,0.2244601061857667,3.94596457797571,44.42491231836779,60.28987126771494,53.56355547229223,15.864958949347155,1705.906,6.289932697446054,1.4,40,37,-0.019263303509547747,0,0.027862057930530426
B0032,4,8,43.0,1.8654947184112376,93.27473592056188,4.187956631748198,2.614778884516638,2.614778884516638,3.3620666570592657,0.22782841501899884,3.9453935322885063,44.42345633074317,60.570618627724706,53.636497641934646,16.147162296981534,1697.688,6.257486786995317,1.4,40,36,-0.009273930774071903,0,0.027862057930530426
B0032,5,10,43.0,1.8527398169018068,92.63699084509034,4.187837270519941,2.611753951946988,2.611753951946988,3.362352506750974,0.22830155899768806,3.945106683275763,44.42237580763751,60.444872622429784,53.66821955000141,16.022496814792277,1686.094,6.2150370895770015,1.4,40,35,-0.012754901509430816,0,0.027862057930530426
B0032,6,14,43.0,1.844174397003866,92.2087198501933,4.176580463554566,2.6899647104301128,2.6899647104301128,3.3539141264171213,0.22378066726755516,3.944152466562166,44.40380679924147,60.80514996345169,53.78514931831166,16.401343164210218,1678.563,6.170354900653767,1.4,40,34,-0.008565419897940796,0,0.027862057930530426
B0032,7,16,43.0,1.8430238477512753,92.15119238756377,4.187717629562103,2.6352220172441965,2.6352220172441965,3.359881578137895,0.22853511348026836,3.9440841948043595,44.433302085821516,60.791314861400984,53.80370465565283,16.358012775579468,1677.469,6.177903752906102,1.4,40,33,-0.0011505492525907268,0,-0.010201620988716398
B0032,8,18,43.0,1.8302818174911863,91.51409087455932,4.1875582845369195,2.616116680441599,2.616116680441599,3.358862190732693,0.229729401496559,3.943436845988864,44.39808687756001,60.824534439051064,53.860865202701575,16.426447561491052,1666.093,6.13333314420445,1.4,40,32,-0.01274203026008891,0,-0.00889736633882463
B0032,9,20,43.0,1.8173838456081814,90.86919228040907,4.1878149871796655,2.6377575512804055,2.6377575512804055,3.3601097902247443,0.228214349516288,3.9431707154426756,44.397132148523106,60.93844327722512,53.86937461780675,16.541311128702013,1654.328,6.091960849131283,1.4,40,31,-0.0128979718830049,0,-0.00962217456061123
B0032,10,22,43.0,1.8057992981104682,90.28996490552342,4.1878814798124315,2.6425811435343314,2.6425811435343314,3.3601434422461938,0.22814223515820833,3.9428069328012985,44.44116568698876,61.056928797496845,53.919241142689074,16.615763110508084,1643.812,6.053158895007462,1.4,40,30,-0.011584547497713205,0,-0.009388103758267707
B0032,11,26,43.0,1.8149829605049186,90.74914802524593,4.180429711622443,2.6868552360676885,2.6868552360676885,3.355149818972587,0.225200327440381,3.942681377393959,44.40660670421455,61.26264235870029,54.04736439027926,16.856035654485737,1652.266,6.074603642175019,1.4,40,29,0.009183662394450343,1,-0.00583828729978948
B0032,12,28,43.0,1.7995150369321797,89.97575184660899,4.187435297570574,3.2661019116261025,2.6740516269543457,3.3593418283288132,0.22621676661376758,3.9185039850079213,44.41450724731419,61.309095933731044,54.07432799473692,16.894588686416853,1648.672,6.046833379055966,1.4,40,28,-0.015467923572738851,0,-0.008701762163819104
B0032,13,30,43.0,1.7866516942518147,89.33258471259073,4.187467933100937,3.2621905709241212,2.6712280977184064,3.358629751735543,0.22626930109723967,3.9178116157352694,44.423423394108156,61.35860964032413,54.13198237630402,16.935186246215977,1636.969,6.002450273212183,1.4,40,27,-0.012863342680365042,0,-0.008726024647874331
B0032,14,32,43.0,1.7735550719416031,88.67775359708016,4.187491241001438,3.2713115762151967,2.6834486699239664,3.3590704748251823,0.225891004772022,3.9170366694671146,44.405296432368274,61.482188769123354,54.1706485784692,17.07689233675508,1625.187,5.95893525607655,1.4,40,26,-0.01309662231021158,0,-0.008765754733315667
B0032,15,34,43.0,1.769995333364443,88.49976666822215,4.1874322769983605,3.2615739067935388,2.670098200587867,3.3579238322389635,0.22694144471512198,3.9165548910259784,44.43749363157499,61.558060893098116,54.230275057026425,17.120567261523128,1622.016,5.945277119302475,1.4,40,25,-0.0035597385771601875,0,-0.0071607929492050635
B0032,16,38,43.0,1.799526080374287,89.97630401871434,4.174006876397771,2.6512994484308834,2.6512994484308834,3.346388148340216,0.2284622597202136,3.9411635813615224,44.401346899985356,61.75555924618304,54.344649105313806,17.354212346197684,1638.422,6.006601873820952,1.4,40,24,0.02953074700984404,1,-0.0030913760261263245
B0032,17,40,43.0,1.7968530684449833,89.84265342224916,4.186855719668648,3.243773736993998,2.6257034386294866,3.3534652549262995,0.23108116515835692,3.9169215524540313,44.40182542845695,61.788148736083365,54.34024033975075,17.386323307626412,1646.438,6.0273845464977365,1.4,40,23,-0.0026730119293036925,0,-0.0005323936974392929
B0032,18,42,43.0,1.7838265504081745,89.19132752040872,4.187205947419154,3.248116311605556,2.6363985091733704,3.3539379658636705,0.22973665731317067,3.9161294134967335,44.42499055276857,62.026796878552666,54.383818324015124,17.601806325784096,1634.765,5.984507268135139,1.4,40,22,-0.013026518036808765,0,-0.0005650287687280376
B0032,19,44,43.0,1.7696444491040102,88.48222245520051,4.187348698823322,3.233936782683162,2.6091385279000474,3.352033498067153,0.232671166462101,3.915098269867953,44.42169542184864,62.05922080379437,54.44223460892958,17.63752538194573,1622.016,5.933358836705101,1.4,40,21,-0.014182101304164307,0,-0.0007821245675185828
B0032,20,46,43.0,1.7512940457049684,87.56470228524842,4.187381851252573,3.370046246482991,2.6928273258727593,3.356088193037498,0.22555180494751262,3.8893821380894766,44.42051211538188,61.81678431928173,54.47793957059441,17.396272203899848,1616.25,5.878700525006683,1.4,40,20,-0.018350403399041815,0,-0.003740257531894908
B0032,21,50,43.0,1.7697554297961993,88.48777148980996,4.180200303700577,3.2711060176079623,2.6580053475407666,3.3485978246821815,0.2289008129164992,3.9145792194751787,44.37973715309972,62.13034562682843,54.522884319691855,17.75060847372871,1622.218,5.927307809538398,1.4,40,19,0.01846138409123088,1,-0.00595413011561754
B0032,22,52,43.0,1.7547726933914918,87.7386346695746,4.187278944270903,3.341668001410156,2.622656733898926,3.350888760453381,0.23149812931054553,3.8887331627286232,44.43977612421078,62.20855323363066,54.63737439274004,17.76877710941988,1619.656,5.881692719527514,1.4,40,18,-0.014982736404707486,0,-0.008416075010698298
B0032,23,54,43.0,1.7389166355812984,86.94583177906492,4.186771025203198,3.3575800033203334,2.6579673401898325,3.351949039148667,0.22905522079179735,3.887437874711392,44.45074387838419,62.27936068413306,54.626766126568995,17.828616805748872,1605.484,5.830156783900783,1.4,40,17,-0.01585605781019339,0,-0.008981982965375224
B0032,24,56,43.0,1.7337200518764075,86.68600259382038,4.1871365908002,3.3424185942990423,2.62449780009349,3.349297591300232,0.23164163609116734,3.8867994146602536,44.4475889304923,62.40536913200032,54.64310926864166,17.957780201508015,1600.75,5.8082502713252975,1.4,40,16,-0.005196583704890845,0,-0.007184879445520531
B0032,25,58,43.0,1.7150972597500092,85.75486298750046,4.187171328295389,3.417264130427884,2.6693549937573904,3.351231111091802,0.22838174102756265,3.8601106075150997,44.4423253200928,62.216007793788314,54.70581681215588,17.773682473695516,1595.0,5.747974483716776,1.4,40,15,-0.01862279212639839,0,-0.0072393571909918466
B0032,26,62,43.0,1.7462926148815636,87.31463074407819,4.179483481777926,3.3493351406479275,2.6245992054256915,3.3435018088780115,0.23188011263330344,3.8867244327008197,44.41306950471116,62.6157960112704,54.73634803491553,18.202726506559237,1612.422,5.839969876562679,1.4,40,14,0.03119535513155447,1,-0.0046925629829271285
B0032,27,64,43.0,1.719149261914565,85.95746309572824,4.187057003834118,3.430927872366103,2.6829848740711117,3.3521161040604457,0.22819550552496431,3.8593522369905764,44.42726286487183,62.26360588854172,54.729006905014316,17.83634302366989,1598.969,5.762885644963297,1.4,40,13,-0.027143352966998657,0,-0.007124686295385363
B0032,28,66,43.0,1.711582246191498,85.5791123095749,4.186996418231206,3.4200085858461637,2.6671246169170018,3.3500497479561155,0.22906533166296844,3.8584719146423083,44.42740030389657,62.42580063958537,54.73589338579687,17.9984003356888,1592.187,5.734274943351251,1.4,40,12,-0.00756701572306695,0,-0.005466877877960075
B0032,29,68,43.0,1.6951051195225901,84.7552559761295,4.1871621368173555,3.411908994388453,2.6334454972272856,3.346822633241171,0.2331580798393388,3.856743445953191,44.40480279768343,62.5594040849182,54.73540508711326,18.15460128723477,1577.484,5.673713126303329,1.4,40,11,-0.016477126668907882,0,-0.007722986470763482
B0032,30,70,43.0,1.7005124371100973,85.02562185550487,4.18701131088953,3.3408236307147847,2.6133538721871226,3.3445668126766406,0.23431776193396303,3.8827695760741974,44.42211507383389,62.582629376324434,54.74865999209295,18.16051430249054,1571.547,5.689261725749094,1.4,40,10,0.005407317587507121,1,-0.00291696452798238
B0032,31,74,43.0,1.7080989351250158,85.4049467562508,4.181856074494181,3.3589122104028566,2.647938106735209,3.3426166901503263,0.23099358422181585,3.882634132251961,44.35319619672111,62.57090441669303,54.78747299373422,18.217708219971925,1578.484,5.7107367363090376,1.4,40,9,0.007586498014918508,1,-0.007638735951309572
B0032,32,76,43.0,1.691435430587127,84.57177152935635,4.18690867607217,3.426145804697182,2.6715941703662405,3.34732439121854,0.22967244467405912,3.854953502661152,44.39241607753322,62.42898686923908,54.781382520592445,18.036570791705863,1574.469,5.6615494567656395,1.4,40,8,-0.016663504537888674,0,-0.005542766265487576
B0032,33,78,43.0,1.6844494328889932,84.22247164444966,4.186684521219286,3.4162949734345394,2.6462614968063676,3.3453547357724522,0.23197903726383598,3.8540579985423062,44.39769204111511,62.43152363917722,54.78435229628446,18.033831598062115,1568.281,5.635176058030668,1.4,40,7,-0.006985997698133906,0,-0.005426562660500967
B0032,34,80,43.0,1.664037581688075,83.20187908440376,4.186961283097403,3.4644317504208755,2.6718636231921065,3.346646262078225,0.23096871860777882,3.8255270985951277,44.40456977005993,62.5729328576623,54.845012944023324,18.168363087602373,1561.422,5.5675145725628274,1.4,40,6,-0.020411851200918152,0,-0.00621350756690302
B0032,35,82,43.0,1.6686372014231974,83.43186007115987,4.186553418814557,3.410759984120558,2.6372752376377897,3.3430379418002483,0.2335366121513391,3.852189765714101,44.41670630040731,62.57967644827836,54.84412055277582,18.16297014787105,1554.234,5.578754719508923,1.4,40,5,0.004599619735122351,0,-0.006375047137379975
B0032,36,86,43.0,1.6899344075625968,84.49672037812984,4.180871809929545,3.402720338253019,2.6027515790201994,3.3373798184076704,0.2357792705220493,3.8529024760904154,44.34599596279828,62.96996562520999,54.916794359881244,18.62396966241171,1573.734,5.640558871617236,1.4,40,4,0.02129720613939945,1,-0.003632905512483786
B0032,37,88,43.0,1.669431712846442,83.4715856423221,4.186876840985748,3.455017706668503,2.6344496446331838,3.3435347690202875,0.23406084003525413,3.8244421764261602,44.40208052480985,62.75574288944966,54.90429470994109,18.35366236463981,1566.578,5.5808954431138975,1.4,40,3,-0.020502694716154846,0,-0.0044007435481370205
B0032,38,90,43.0,1.6634226761839213,83.17113380919606,4.186533464625853,3.4030066966677173,2.612265282912701,3.3406975425250534,0.2361649936221938,3.850082677405248,44.38078135255614,62.70443033939053,54.85304065526831,18.323648986834385,1550.047,5.557828361101393,1.4,40,2,-0.006009036662520728,0,-0.004205351341014385
B0032,39,92,43.0,1.6436152195947373,82.18076097973686,4.186615243243429,3.476214392039967,2.6874948249577777,3.3456376475453258,0.23126533318033354,3.8209617829043796,44.42484682444376,62.46020747529598,54.870101858468004,18.03536065085222,1543.64,5.496799750125069,1.4,40,1,-0.019807456589183925,0,-0.0040844724186675395
B0032,40,94,43.0,1.6358000873538245,81.79000436769122,4.186758471539941,3.4481169561463685,2.6076358711453813,3.33983349960651,0.23817340568158477,3.8197223601535972,44.42345154289389,62.789754357166764,54.9152115205818,18.36630281427287,1536.781,5.46262352552257,1.4,40,0,-0.007815132240912792,0,-0.006567422813874568
