cell_id,cycle_index,raw_cycle_idx,ambient_temperature,capacity,soh,v_start,v_end,v_min,v_mean,v_std,i_mean,t_start,t_max,t_mean,t_rise,discharge_duration,energy_discharged,eol_threshold,eol_cycle,rul_true,capacity_diff,is_regeneration,degradation_rate
B0031,1,2,43.0,1.6666751942525773,83.33375971262886,4.116561748956975,3.2260667040672133,2.4944372580491163,3.3729664490249562,0.21749863413149423,3.8334458538036693,42.830036312976034,60.84632469517393,52.65501135302439,18.016288382197892,1572.359,5.6681999019368785,1.4,40,39,0.0,0,0.020977911345461252
B0031,2,4,43.0,1.8328583629543174,91.64291814771587,4.206499027366964,3.2261377348262275,2.4703791051999655,3.410655663961355,0.2375574818582882,3.845126100552608,44.29462858436861,61.81769411336386,53.97231092767106,17.523065528995254,1723.281,6.299449967607414,1.4,40,38,0.1661831687017401,1,0.020977911345461252
B0031,3,6,43.0,1.8139835002945137,90.69917501472568,4.206542652746716,3.190910276438791,2.432998201540817,3.411724207737072,0.2414848439345273,3.865061437504729,44.34951552762319,61.82805706187581,53.99108510894419,17.47854153425262,1705.906,6.271199309815201,1.4,40,37,-0.01887486265980365,0,0.020977911345461252
B0031,4,8,43.0,1.8044387333514835,90.22193666757417,4.206636701109276,3.212067220651373,2.455290559392926,3.414079984476593,0.23960043671171902,3.863759217538865,44.358531698383615,61.95644236061217,53.996608338848425,17.597910662228557,1697.688,6.242970387442652,1.4,40,36,-0.009544766943030192,0,0.020977911345461252
B0031,5,10,43.0,1.802147684291295,90.10738421456475,4.206755471453542,3.1339299674766687,2.379788594335936,3.412679097550016,0.24672701922318055,3.884964691502783,44.36904249712909,62.099570509363424,53.954262670522155,17.730528012234338,1686.094,6.231485304266114,1.4,40,35,-0.0022910490601886213,0,0.020977911345461252
B0031,6,14,43.0,1.7715647509798835,88.57823754899418,4.172458299789621,3.1920222896980537,2.3704531055353044,3.3963237722822415,0.24232674193593404,3.838075734996099,44.3123397538568,62.03750729435005,53.973288387308486,17.725167540493253,1678.563,6.104068590361383,1.4,40,34,-0.030582933311411375,0,0.020977911345461252
B0031,7,16,43.0,1.8139928165779542,90.69964082889771,4.206695405063267,3.0684086441531115,2.479852487101495,3.4200798093339357,0.2377767699417258,3.906047424985772,44.36688630594225,61.84294867967338,53.88993125496472,17.476062373731125,1677.469,6.246338482632685,1.4,40,33,0.04242806559807066,1,-0.0037731092752726347
B0031,8,18,43.0,1.8013261041198854,90.06630520599427,4.2066972590324845,3.076588838860329,2.4765516954388933,3.4200087266691894,0.23849749744961554,3.905403295949085,44.34916844771062,61.837947652588504,53.87262295937195,17.488779204877886,1666.093,6.2030566131891955,1.4,40,32,-0.01266671245806883,0,-0.002531479234925671
B0031,9,20,43.0,1.7883722583933568,89.41861291966784,4.206952621072369,2.359674470455269,2.359674470455269,3.417702003194436,0.24774265680927673,3.9279761474648427,44.33299798913963,61.84646585876763,53.81893583109196,17.513467869628002,1654.328,6.17523849923222,1.4,40,31,-0.012953845726528579,0,-0.0032132949916253485
B0031,10,22,43.0,1.7765401657373159,88.82700828686579,4.206823888281563,2.4195090802038206,2.4195090802038206,3.420480701190782,0.2423295482773346,3.9274541286439484,44.36235829338583,61.76013798618494,53.82033376097016,17.397779692799105,1643.812,6.140423141596523,1.4,40,30,-0.011832092656040905,0,-0.005121503710795805
B0031,11,26,43.0,1.7856209131823229,89.28104565911615,4.193901504930456,2.3489668209281325,2.3489668209281325,3.4123332615490005,0.24694692964167142,3.927239655425038,44.31576932699988,61.91960614794014,53.821133604090825,17.60383682094026,1652.266,6.157087332264095,1.4,40,29,0.009080747445006976,1,0.0028112324404878652
B0031,12,28,43.0,1.7813634036685941,89.0681701834297,4.206655556995042,2.3997094392914415,2.3997094392914415,3.420910074120946,0.243901455948645,3.9268971976071376,44.36691301598634,61.86471031425517,53.81794815350033,17.49779729826883,1648.672,6.158516199278907,1.4,40,28,-0.004257509513728719,0,-0.006525882581872011
B0031,13,30,43.0,1.7684898383971241,88.42449191985621,4.206840835464585,2.4168059304515817,2.4168059304515817,3.4216539858581876,0.24266752290769733,3.926457770086078,44.33947487486351,61.77393480386064,53.80194299620242,17.43445992899713,1636.969,6.116117721872385,1.4,40,27,-0.012873565271469989,0,-0.006567253144552243
B0031,14,32,43.0,1.766505238291406,88.32526191457029,4.206978754188053,2.471072287476068,2.471072287476068,3.423749066677016,0.23851363263886727,3.925817080441477,44.32818975028374,61.645390510898466,53.75880729814269,17.317200760614725,1625.187,6.074581765988181,1.4,40,26,-0.001984600105718215,0,-0.0043734040203901705
B0031,15,34,43.0,1.751740527921767,87.58702639608835,4.206678769590648,2.4044472636058316,2.4044472636058316,3.4209893105313918,0.244119038533075,3.9255513820662964,44.361034668349866,61.88870329111738,53.78850848662172,17.527668622767514,1622.016,6.0582092195735,1.4,40,25,-0.01476471036963889,0,-0.004959927563109767
B0031,16,38,43.0,1.7352349314055016,86.76174657027508,4.168980783747018,3.1887992024115723,2.4059387688210077,3.40095456627701,0.2392682004327862,3.852591436358121,44.299943421286564,61.98674236534618,53.8368863785077,17.686798944059618,1638.422,5.990431275475081,1.4,40,24,-0.016505596516265486,0,-0.010077196355364259
B0031,17,40,43.0,1.7782778274549178,88.9138913727459,4.207227268504839,2.386904670931757,2.386904670931757,3.421591713831319,0.24540500508907914,3.9257543646961945,44.32260312828011,61.736554527800706,53.773379186088945,17.4139513995206,1646.438,6.151046064044491,1.4,40,23,0.043042896049416246,1,-0.0006171152427352667
B0031,18,42,43.0,1.7649894859707393,88.24947429853697,4.207303258469689,2.3650342661568575,2.3650342661568575,3.420573981542695,0.2473722961611701,3.9249912249362797,44.33235674818529,61.822305205835185,53.77386924606414,17.489948457649895,1634.765,6.104588449821467,1.4,40,22,-0.013288341484178456,0,-0.0007000704852769601
B0031,19,44,43.0,1.762591283533551,88.12956417667756,4.206850792842653,2.4186775515647607,2.4186775515647607,3.422624599533156,0.24307326325060008,3.924459180223728,44.3225456238234,61.702657378071684,53.754659591825344,17.380111754248283,1622.016,6.0598577389234105,1.4,40,21,-0.002398202437188246,0,-0.0007827909515709663
B0031,20,46,43.0,1.744314576121582,87.2157288060791,4.206600221347055,2.360775838409723,2.360775838409723,3.4201177255120836,0.24770911321404301,3.924121963609662,44.32492577109407,61.83339482415222,53.766677549195336,17.50846905305815,1616.25,6.033688554141707,1.4,40,20,-0.018276707411969184,0,-0.0014851903600370253
B0031,21,50,43.0,1.7628373753518478,88.14186876759238,4.198588399882212,2.4505597087782616,2.4505597087782616,3.4199667649637617,0.23946623243356968,3.924417903030087,44.280617292140406,61.71886225058171,53.731744909320135,17.438244958441302,1622.218,6.056151396735115,1.4,40,19,0.018522799230265896,1,0.005520488789269251
B0031,22,52,43.0,1.747857930947971,87.39289654739855,4.207348617133544,2.3428829070219703,2.3428829070219703,3.4203305433739613,0.24933707692159618,3.9240126202473213,44.35277960910067,61.9456150656118,53.77927288646249,17.592835456511125,1619.656,6.046890927081919,1.4,40,18,-0.014979444403876885,0,-0.006083979301389375
B0031,23,54,43.0,1.7441167338864993,87.20583669432497,4.207214055204574,2.411955819284382,2.411955819284382,3.422863512888695,0.2434864024340028,3.923299226302166,44.36308273819081,61.68681561807962,53.77940592279519,17.32373287988881,1605.484,5.997377733889098,1.4,40,17,-0.0037411970614715795,0,-0.004174550416848
B0031,24,56,43.0,1.7268422932817387,86.34211466408694,4.207149488755062,2.3413222526109294,2.3413222526109294,3.4198002859215846,0.24952110311648557,3.922934168280939,44.35668588695691,61.72142337926525,53.7498055148608,17.364737492308336,1600.75,5.974288244540798,1.4,40,16,-0.017274440604760688,0,-0.007149798050362488
B0031,25,58,43.0,1.7203093493042265,86.01546746521133,4.2072173595407625,2.328244465576847,2.328244465576847,3.4194705619732524,0.2502135177343609,3.922693131662711,44.33360202803315,61.922368397426354,53.75572683773813,17.588766369393205,1595.0,5.951671678807241,1.4,40,15,-0.00653294397751214,0,-0.004801045363471079
B0031,26,62,43.0,1.7394245516699778,86.97122758349889,4.196145238330935,2.318164845471509,2.318164845471509,3.4145994489347062,0.2499621649172745,3.9229572377699213,44.308176124250195,61.875049319197814,53.7542876562008,17.56687319494762,1612.422,6.009108551251937,1.4,40,14,0.01911520236575126,1,-0.004682564736374006
B0031,27,64,43.0,1.7367384416372014,86.83692208186007,4.2069462617112805,2.4548236850102603,2.4548236850102603,3.4248774653161553,0.24006075503282026,3.922700094183036,44.31984957720723,61.49120341342234,53.711431807207,17.17135383621511,1598.969,5.976100545975581,1.4,40,13,-0.002686110032776412,0,-0.002223897862153912
